,raw predicted,after vertical,after swing,after horizontal,after correction LSTM,date,actual
303,201.17496,183.4694957,201.2670836,192.4808545,194.1606127,5/12/2021,191.9425
304,196.79916,187.5489064,196.8894912,191.3286415,193.0087045,5/13/2021,191.9425
305,193.7611,190.8519826,193.8502278,192.5146017,192.7352192,5/14/2021,192.125
306,192.2225,194.8070743,192.311531,193.6238317,193.9445245,5/17/2021,193.33333
307,192.11485,199.4998961,192.2040304,195.6419495,195.996096,5/18/2021,195.59334
308,193.25,204.6851439,193.3399057,198.7691062,198.6085894,5/19/2021,198.70334
309,194.99893,209.9406035,195.0898543,202.2389062,201.9629243,5/20/2021,202.14667
310,196.74866,213.6272649,196.8406003,204.8012156,205.1988207,5/21/2021,204.82666
311,198.59952,217.1131099,198.6929462,207.5252047,207.3638625,5/24/2021,207.46
312,200.53143,215.699133,200.6259792,208.4304056,208.3994093,5/25/2021,207.78667
313,202.76389,212.6540376,202.8596952,206.7066434,208.0710075,5/26/2021,207.46
314,204.59161,203.7414031,204.6885002,204.1790237,204.991143,5/27/2021,203.9791675
315,205.28975,196.3767572,205.3871799,200.4674575,200.8441626,5/28/2021,200.6
316,204.36949,196.4816802,204.4673369,200.4277364,200.2905021,6/1/2021,200.20334
317,201.82158,197.9299488,201.9184146,198.9505692,200.0497575,6/2/2021,199.68333
318,198.3036,203.5450709,198.3989582,200.3097104,200.5908619,6/3/2021,200.72333
319,195.5153,208.4824926,195.6095215,201.8770687,201.7780036,6/4/2021,201.71
320,193.88177,213.5595471,193.9758103,203.4578588,202.76724,6/7/2021,203.29666
321,193.22385,213.7881018,193.317764,203.5518427,202.8827968,6/8/2021,203.06
322,193.52979,213.0088706,193.6240529,202.4176148,202.6638035,6/9/2021,202.8499975
323,194.89749,211.9522373,194.9926284,203.1885192,203.2680104,6/10/2021,203.06
324,197.13022,211.358009,197.2266506,203.8830408,204.7052497,6/11/2021,203.93333
